id,province_code,city_code,district_code,district,created_at,updated_at
2408,82,8272,827202,OBA UTARA,,
2409,93,9303,930301,OBAA,,
2410,82,8204,820406,OBI,,
2411,82,8204,820428,OBI BARAT,,
2412,82,8204,820405,OBI SELATAN,,
2413,82,8204,820429,OBI TIMUR,,
2414,82,8204,820430,OBI UTARA,,
2415,95,9503,950308,OBIO,,
2416,93,9301,930103,OKABA,,
2417,95,9502,950223,OKBEMTAU,,
2418,95,9502,950203,OKBIBAB,,
2419,95,9502,950220,OKHIKA,,
2420,12,1216,121608,ONAN GANJANG,,
2421,12,1217,121702,ONAN RUNGGU,,
2422,74,7402,740237,ONEMBUTE,,
2423,72,7208,720822,ONGKA MALINO,,
2424,92,9211,921102,ORANSBARI,,
2425,91,9106,910620,ORIDEK,,
2426,52,5204,520428,ORONG TELU,,
2427,91,9115,911511,OUDATE,,
2428,75,7502,750207,PAGUYAMAN PANTAI,,
2429,33,3329,332904,PAGUYANGAN,,
2430,15,1571,157111,PAAL MERAH,,
2431,15,1503,150304,PAUH,,
2432,33,3322,332205,PABELAN,,
2433,53,5311,531112,PABERIWAI,,
2434,36,3604,360428,PABUARAN,,
2435,32,3213,321305,PABUARAN,,
2436,32,3202,320237,PABUARAN,,
2437,53,5315,531511,PACAR,,
2438,35,3518,351805,PACE,,
2439,32,3204,320430,PACET,,
2440,32,3203,320310,PACET,,
2441,35,3516,351603,PACET,,
2442,35,3524,352414,PACIRAN,,
2443,35,3501,350104,PACITAN,,
2444,32,3218,321807,PADAHERANG,,
2445,91,9106,910610,PADAIDO,,
2446,13,1311,131106,PAUH DUO,,
2447,32,3217,321708,PADALARANG,,
2448,33,3303,330315,PADAMARA,,
2449,51,5104,510407,PAYANGAN,,
2450,16,1610,161016,PAYARAMAN,,
2451,19,1903,190305,PAYUNG,,
2452,95,9502,950233,PAMEK,,
2453,12,1220,122004,PADANG BOLAK,,
2454,12,1220,122005,PADANG BOLAK JULU,,
2455,12,1220,122010,PADANG BOLAK TENGGARA,,
2456,18,1809,180905,PADANG CERMIN,,
2457,14,1471,147111,PAYUNG SEKAKI,,
2458,13,1302,130205,PAYUNG SEKAKI,,
2459,33,3304,330415,PEJAWARAN,,
2460,17,1704,170415,PADANG GUCI HULU,,
2461,12,1276,127603,PADANG HILIR,,
2462,17,1703,170309,PADANG JAYA,,
2463,12,1219,121906,TANJUNG TIRAM,,
2464,13,1374,137402,PADANG PANJANG BARAT,,
2465,13,1374,137401,PADANG PANJANG TIMUR,,
2466,18,1802,180203,PADANG RATU,,
2467,35,3518,351811,TANJUNGANOM,,
2468,32,3206,320616,TANJUNGJAYA,,
2469,18,1871,187103,TANJUNGKARANG BARAT,,
2470,13,1371,137101,PADANG SELATAN,,
2471,11,1107,110714,PADANG TIJI,,
2472,76,7604,760407,TAPANGO,,
2473,35,3511,351110,TAPEN,,
2474,12,1205,120512,PADANG TUALANG,,
2475,17,1702,170207,PADANG ULAK TANDING,,
2476,63,6305,630504,TAPIN UTARA,,
2477,32,3276,327610,TAPOS,,
2478,14,1401,140110,TAPUNG,,
2479,74,7402,740238,PADANGGUNI,,
2480,14,1401,140111,TAPUNG HILIR,,
2481,14,1401,140112,TAPUNG HULU,,
2482,12,1216,121610,TARABINTANG,,
2483,32,3206,320613,TARAJU,,
2484,65,6571,657101,TARAKAN BARAT,,
2485,65,6571,657102,TARAKAN TENGAH,,
2486,65,6571,657103,TARAKAN TIMUR,,
2487,65,6571,657104,TARAKAN UTARA,,
2488,52,5204,520425,TARANO,,
2489,71,7105,710513,TARERAN,,
2490,12,1210,121018,PANAI TENGAH,,
2491,76,7606,760602,PANGALE,,
2492,32,3204,320415,PANGALENGAN,,
2493,32,3218,321809,PANGANDARAN,,
2494,63,6303,630319,TATAH MAKMUR,,
2495,36,3604,360429,PADARINCANG,,
2496,35,3521,352108,PADAS,,
2497,31,3172,317205,PADEMANGAN,,
2498,35,3528,352802,PADEMAWU,,
2499,93,9301,930121,PADUA,,
2500,53,5307,530701,PAGA,,
2501,32,3213,321307,PAGADEN,,
2502,32,3213,321328,PAGADEN BARAT,,
2503,13,1309,130910,PAGAI SELATAN,,
2504,13,1309,130901,PAGAI UTARA,,
2505,35,3507,350702,PAGAK,,
2506,94,9402,940209,PAGALEME,,
2507,16,1672,167202,PAGAR ALAM SELATAN,,
2508,16,1672,167201,PAGAR ALAM UTARA,,
2509,18,1804,180420,PAGAR DEWA,,
2510,18,1812,181208,PAGAR DEWA,,
2511,16,1611,161110,PENDOPO BARAT,,
2512,14,1406,140614,PAGARAN TAPAH DARUSSALAM,,
2513,36,3603,360322,PAGEDANGAN,,
2514,33,3304,330420,PAGEDONGAN,,
2515,32,3203,320318,PAGELARAN,,
2516,35,3507,350733,PAGELARAN,,
2517,36,3601,360109,PAGELARAN,,
2518,51,5102,510208,PENEBEL,,
2519,18,1801,180109,PENENGAHAN,,
2520,18,1810,181009,PAGELARAN UTARA,,
2521,33,3304,330414,PAGENTAN,,
2522,32,3206,320638,PAGERAGEUNG,,
2523,33,3328,332805,PAGERBARANG,,
2524,33,3324,332402,PAGERUYUNG,,
2525,35,3504,350406,PAGERWOJO,,
2526,72,7201,720107,PAGIMANA,,
2527,12,1215,121506,PAGINDAR,,
2528,35,3506,350611,PAGU,,
2529,75,7504,750405,PAGUAT,,
2530,75,7502,750201,PAGUYAMAN,,
2531,95,9503,950349,YOGOSEM,,
2532,16,1604,160412,PAJAR BULAN,,
2533,15,1506,150603,PENGABUAN,,
2534,62,6213,621307,PAJU EPAT,,
2535,73,7303,730305,PAJUKUKANG,,
2536,35,3578,357830,PAKAL,,
2537,33,3303,330316,PENGADEGAN,,
2538,91,9103,910319,YOKARI,,
2539,64,6407,640713,PENYINGGAHAN,,
2540,35,3511,351117,PAKEM,,
2541,34,3404,340416,PAKEM,,
2542,32,3205,320533,PAKENJENG,,
2543,33,3308,330816,PAKIS,,
2544,35,3507,350718,PAKIS,,
2545,33,3320,332015,PAKIS AJI,,
2546,35,3507,350719,PAKISAJI,,
2547,12,1216,121609,PAKKAT,,
2548,35,3528,352809,PAKONG,,
2549,14,1401,140116,PERHENTIAN RAJA,,
2550,34,3471,347111,PAKUALAMAN,,
2551,18,1808,180806,PAKUAN RATU,,
2552,74,7408,740802,PAKUE,,
2553,74,7408,740810,PAKUE TENGAH,,
2554,74,7408,740811,PAKUE UTARA,,
2555,35,3513,351310,PAKUNIRAN,,
2556,35,3509,350924,PAKUSARI,,
2557,32,3202,320201,PALABUHANRATU,,
2558,73,7308,730815,PALAKKA,,
2559,35,3523,352318,PALANG,,
2560,73,7306,730607,PALLANGGA,,
2561,74,7405,740504,PALANGGA,,
2562,74,7405,740514,PALANGGA SELATAN,,
2563,64,6472,647201,PALARAN,,
2564,18,1801,180110,PALAS,,
2565,72,7208,720818,PALASA,,
2566,72,7205,720505,PALELEH,,
2567,72,7205,720511,PALELEH BARAT,,
2568,13,1306,130611,PALEMBAYAN,,
2569,35,3528,352806,PALENGAAN,,
2570,73,7315,731511,PALETEANG,,
2571,12,1217,121704,PALIPI,,
2572,34,3403,340305,PALIYAN,,
2573,21,2105,210502,PALMATAK,,
2574,13,1306,130610,PALUPUH,,
2575,32,3213,321311,PAMANUKAN,,
2576,36,3604,360424,PAMARAYAN,,
2577,32,3207,320719,PAMARICAN,,
2578,76,7605,760502,PAMBOANG,,
2579,15,1502,150213,PAMENANG BARAT,,
2580,32,3204,320414,PAMEUNGPEUK,,
2581,32,3205,320527,PAMEUNGPEUK,,
2582,32,3201,320117,PAMIJAHAN,,
2583,73,7313,731302,PAMMANA,,
2584,72,7202,720220,PAMONA BARAT,,
2585,72,7202,720204,PAMONA PUSELEMBA,,
2586,72,7202,720206,PAMONA SELATAN,,
2587,72,7202,720226,PAMONA TENGGARA,,
2588,72,7202,720205,PAMONA TIMUR,,
2589,72,7202,720227,PAMONA UTARA,,
2590,33,3317,331707,PAMOTAN,,
2591,16,1602,160212,PAMPANGAN,,
2592,63,6302,630219,PAMUKAN BARAT,,
2593,63,6302,630211,PAMUKAN SELATAN,,
2594,36,3674,367406,PAMULANG,,
2595,32,3205,320534,PAMULIHAN,,
2596,32,3211,321113,PAMULIHAN,,
2597,76,7603,760304,PANA,,
2598,12,1210,121019,PANAI HILIR,,
2599,62,6201,620105,PANGKALAN LADA,,
2600,35,3512,351206,PANARUKAN,,
2601,32,3207,320710,PANAWANGAN,,
2602,16,1602,160219,PANGKALAN LAMPAM,,
2603,14,1405,140504,PANGKALAN LESUNG,,
2604,12,1205,120515,PANGKALAN SUSU,,
2605,12,1210,121014,PANGKATAN,,
2606,35,3521,352114,PANGKUR,,
2607,73,7314,731401,PANCA LAUTANG,,
2608,32,3209,320925,PANGURAGAN,,
2609,12,1217,121708,PANGURURAN,,
2610,94,9403,940302,PANIAI BARAT,,
2611,94,9403,940301,PANIAI TIMUR,,
2612,36,3601,360106,PANIMBANG,,
2613,18,1871,187104,PANJANG,,
2614,34,3401,340103,PANJATAN,,
2615,32,3206,320604,PANCATENGAH,,
2616,35,3525,352503,PANCENG,,
2617,31,3174,317408,PANCORAN,,
2618,32,3276,327601,PANCORAN MAS,,
2619,13,1302,130203,PANTAI CERMIN,,
2620,33,3317,331711,PANCUR,,
2621,12,1207,120705,PANCUR BATU,,
2622,12,1201,120103,PANDAN,,
2623,93,9304,930406,PANTAI KASUARI,,
2624,53,5311,531107,PANDAWAI,,
2625,95,9507,950702,PIRIME,,
2626,62,6211,621101,PANDIH BATU,,
2627,11,1111,111108,PANDRAH,,
2628,12,1208,120804,PANEI,,
2629,35,3520,352008,PANEKAN,,
2630,11,1114,111406,PANGA,,
2631,12,1202,120213,PANGARIBUAN,,
2632,32,3205,320541,PANGATIKAN,,
2633,14,1409,140909,PANGEAN,,
2634,32,3209,320911,PANGENAN,,
2635,34,3403,340306,PANGGANG,,
2636,36,3602,360202,PANGGARANGAN,,
2637,95,9503,950320,PANGGEMA,,
2638,35,3503,350301,PANGGUL,,
2639,35,3505,350513,PANGGUNGREJO,,
2640,35,3575,357504,PANGGUNGREJO,,
2641,33,3328,332809,PANGKAH,,
2642,32,3215,321502,PANGKALAN,,
2643,19,1904,190402,PANGKALAN BARU,,
2644,15,1502,150217,PANGKALAN JAMBU,,
2645,17,1701,170111,PASAR MANNA,,
2646,14,1405,140503,PANGKALAN KURAS,,
2647,31,3174,317404,PASAR MINGGU,,
2648,36,3603,360319,PANONGAN,,
2649,91,9110,911003,PANTAI BARAT,,
2650,53,5314,531405,PANTAI BARU,,
2651,12,1218,121801,PANTAI CERMIN,,
2652,91,9110,911004,PANTAI TIMUR,,
2653,91,9110,911014,PANTAI TIMUR BAGIAN BARAT,,
2654,11,1113,111311,PANTAN CUACA,,
2655,53,5305,530509,PANTAR BARAT,,
2656,53,5305,530517,PANTAR BARU LAUT,,
2657,53,5305,530516,PANTAR TENGAH,,
2658,53,5305,530514,PANTAR TIMUR,,
2659,11,1103,110311,PANTE BIDARI,,
2660,11,1105,110508,PANTE CEUREUMEN,,
2661,32,3207,320707,PANUMBANGAN,,
2662,12,1213,121301,PANYABUNGAN,,
2663,35,3509,350914,PANTI,,
2664,13,1308,130807,PANTI,,
2665,12,1213,121304,PANYABUNGAN SELATAN,,
2666,12,1213,121303,PANYABUNGAN TIMUR,,
2667,15,1508,150803,PASAR MUARO BUNGO,,
2668,62,6202,620204,PARENGGEAN,,
2669,13,1377,137703,PARIAMAN SELATAN,,
2670,31,3175,317505,PASAR REBO,,
2671,63,6301,630106,PANYIPATAN,,
2672,76,7602,760207,PAPALANG,,
2673,35,3506,350614,PAPAR,,
2674,52,5206,520616,PARADO,,
2675,33,3323,332308,PARAKAN,,
2676,32,3202,320215,PARAKANSALAK,,
2677,63,6303,630317,PARAMASAN,,
2678,35,3520,352002,PARANG,,
2679,33,3312,331224,PARANGGUPITO,,
2680,73,7306,730605,PARANGLOE,,
2681,18,1810,181004,PARDASUKA,,
2682,35,3523,352309,PARENGAN,,
2683,73,7306,730617,PARIGI,,
2684,74,7403,740325,PARIGI,,
2685,32,3218,321801,PARIGI,,
2686,72,7208,720801,PARIGI,,
2687,72,7208,720816,PARIGI BARAT,,
2688,72,7208,720811,PARIGI SELATAN,,
2689,72,7208,720819,PARIGI UTARA,,
2690,61,6103,610309,PARINDU,,
2691,19,1905,190506,PARITTIGA,,
2692,92,9203,920310,PARIWARI,,
2693,12,1216,121601,PARLILITAN,,
2694,12,1212,121224,PARMAKSIAN,,
2695,12,1202,120211,PARMONANGAN,,
2696,95,9508,950811,PARO,,
2697,35,3521,352110,PARON,,
2698,32,3217,321702,PARONGPONG,,
2699,13,1312,131203,PASAMAN,,
2700,15,1571,157104,PASAR JAMBI,,
2701,76,7601,760102,PASANGKAYU,,
2702,74,7404,740411,PASARWAJO,,
2703,32,3214,321410,PASAWAHAN,,
2704,35,3528,352813,PASEAN,,
2705,32,3204,320435,PASEH,,
2706,32,3211,321108,PASEH,,
2707,32,3212,321229,PASEKAN,,
2708,64,6401,640103,PASER BELENGKONG,,
2709,74,7403,740333,PASI KOLAGA,,
2710,14,1407,140706,PASIR LIMAU KAPAS,,
2711,14,1402,140204,PASIR PENYU,,
2712,74,7403,740328,PASIR PUTIH,,
2713,95,9508,950832,PASIR PUTIH,,
2714,18,1807,180719,PASIR SAKTI,,
2715,71,7101,710122,PASSI TIMUR,,
2716,93,9303,930308,PASSUE,,
2717,93,9303,930314,PASSUE BAWAH,,
2718,73,7315,731505,PATAMPANUA,,
2719,13,1305,130516,PATAMUAN,,
2720,62,6213,621303,PATANGKEP TUTUI,,
2721,82,8202,820202,PATANI,,
2722,82,8202,820208,PATANI BARAT,,
2723,75,7504,750406,PATILANGGIO,,
2724,73,7308,730827,PATIMPENG,,
2725,32,3213,321316,PATOKBEUSI,,
2726,32,3212,321231,PATROL,,
2727,73,7306,730613,PATTALLASANG,,
2728,34,3403,340304,PATUK,,
2729,12,1207,120721,PATUMBAK,,
2730,13,1371,137108,PAUH,,
2731,13,1376,137601,PAYAKUMBUH BARAT,,
2732,13,1376,137605,PAYAKUMBUH SELATAN,,
2733,13,1376,137603,PAYAKUMBUH TIMUR,,
2734,13,1376,137602,PAYAKUMBUH UTARA,,
2735,33,3325,332514,PECALUNGAN,,
2736,33,3320,332002,PECANGAAN,,
2737,16,1602,160203,PEDAMARAN,,
2738,16,1602,160224,PEDAMARAN TIMUR,,
2739,33,3310,331012,PEDAN,,
2740,76,7601,760109,PEDONGGA,,
2741,14,1407,140714,PEKAITAN,,
2742,12,1218,121814,PEGAJAHAN,,
2743,33,3324,332410,PEGANDON,,
2744,35,3528,352807,PEGANTENAN,,
2745,11,1104,110407,PEGASING,,
2746,32,3274,327404,PEKALIPAN,,
2747,18,1807,180704,PEKALONGAN,,
2748,35,3513,351316,PEJARAKAN,,
2749,15,1503,150305,PELAWAN,,
2750,33,3375,337502,PEKALONGAN TIMUR,,
2751,14,1471,147102,PEKANBARU KOTA,,
2752,52,5205,520506,PEKAT,,
2753,33,3302,330216,PEKUNCEN,,
2754,51,5101,510103,PEKUTATAN,,
2755,63,6301,630103,PELAIHARI,,
2756,14,1405,140506,PELALAWAN,,
2757,15,1508,150806,PELEPAT,,
2758,16,1606,160610,PLAKAT TINGGI,,
2759,52,5204,520413,PLAMPANG,,
2760,35,3517,351715,PLANDAAN,,
2761,33,3324,332401,PLANTUNGAN,,
2762,35,3520,352007,PLAOSAN,,
2763,34,3403,340303,PLAYEN,,
2764,35,3506,350616,PLEMAHAN,,
2765,72,7207,720716,PELING TENGAH,,
2766,73,7317,731721,PONRANG SELATAN,,
2767,73,7308,730811,PONRE,,
2768,36,3604,360412,PONTANG,,
2769,61,6171,617103,PONTIANAK BARAT,,
2770,33,3327,332708,PEMALANG,,
2771,19,1901,190105,PEMALI,,
2772,61,6101,610105,PEMANGKAT,,
2773,12,1208,120821,PEMATANG BANDAR,,
2774,12,1205,120523,PEMATANG JAYA,,
2775,18,1806,180616,PEMATANG SAWA,,
2776,12,1208,120810,PAMATANG SIDAMANIK,,
2777,15,1504,150405,PEMAYUNG,,
2778,17,1706,170610,PENARIK,,
2779,33,3315,331503,PENAWANGAN,,
2780,61,6171,617105,PONTIANAK KOTA,,
2781,61,6171,617101,PONTIANAK SELATAN,,
2782,61,6171,617106,PONTIANAK TENGGARA,,
2783,63,6303,630309,PENGARON,,
2784,34,3401,340107,PENGASIH,,
2785,16,1601,160109,PENINJAUAN,,
2786,31,3172,317201,PENJARINGAN,,
2787,73,7313,731312,PENRANG,,
2788,16,1612,161203,PENUKAL,,
2789,16,1612,161202,PENUKAL UTARA,,
2790,61,6171,617102,PONTIANAK TIMUR,,
2791,14,1402,140205,PERANAP,,
2792,12,1218,121802,PERBAUNGAN,,
2793,12,1207,120726,PERCUT SEI TUAN,,
2794,11,1117,111702,PERMATA,,
2795,72,7202,720221,POSO KOTA SELATAN,,
2796,72,7202,720222,POSO KOTA UTARA,,
2797,62,6208,620805,PERMATA KECUBUNG,,
2798,35,3510,351001,PESANGGARAN,,
2799,31,3174,317410,PESANGGRAHAN,,
2800,35,3571,357103,PESANTREN,,
2801,72,7202,720202,POSO PESISIR,,
2802,72,7202,720219,POSO PESISIR SELATAN,,
2803,72,7202,720218,POSO PESISIR UTARA,,
2804,52,5207,520706,POTO TANO,,
2805,16,1674,167401,PRABUMULIH BARAT,,
2806,18,1813,181302,PESISIR SELATAN,,
2807,18,1813,181301,PESISIR TENGAH,,
2808,18,1813,181304,PESISIR UTARA,,
2809,65,6501,650107,PESO,,
2810,52,5202,520206,PRAYA TIMUR,,
2811,62,6206,620612,PETAK MALAI,,
2812,33,3305,330504,PETANAHAN,,
2813,51,5103,510304,PETANG,,
2814,33,3327,332710,PETARUKAN,,
2815,72,7212,721201,PETASIA,,
2816,72,7212,721210,PETASIA BARAT,,
2817,72,7212,721202,PETASIA TIMUR,,
2818,35,3517,351710,PETERONGAN,,
2819,36,3604,360419,PETIR,,
2820,33,3326,332604,PETUNGKRIYONO,,
2821,11,1111,111103,PEUDADA,,
2822,11,1103,110316,PEUDAWA,,
2823,33,3323,332304,PRINGSURAT,,
2824,11,1111,111112,PEULIMBANG,,
2825,11,1103,110324,PEUNARON,,
2826,32,3213,321306,PURWADADI,,
2827,11,1103,110307,PEUREULAK,,
2828,11,1103,110318,PEUREULAK BARAT,,
2829,11,1103,110317,PEUREULAK TIMUR,,
2830,11,1111,111105,PEUSANGAN,,
2831,11,1111,111116,PEUSANGAN SELATAN,,
2832,11,1111,111115,PEUSANGAN SIBLAH KRUENG,,
2833,36,3601,360111,PICUNG,,
2834,11,1107,110716,PIDIE,,
2835,16,1604,160420,PSEKSU,,
2836,18,1802,180219,PUBIAN,,
2837,33,3318,331805,PUCAKWANGI,,
2838,35,3504,350412,PUCANGLABAN,,
2839,35,3524,352413,PUCUK,,
2840,14,1409,140915,PUCUK RANTAU,,
2841,35,3519,351913,PILANGKENCENG,,
2842,35,3502,350221,PUDAK,,
2843,19,1901,190108,PUDING BESAR,,
2844,63,6309,630909,PUGAAN,,
2845,35,3509,350908,PUGER,,
2846,17,1703,170324,PINANG RAYA,,
2847,12,1201,120104,PINANGSORI,,
2848,71,7102,710213,PINELENG,,
2849,72,7203,720321,PINEMBANI,,
2850,14,1403,140313,PINGGIR,,
2851,11,1113,111305,PINING,,
2852,17,1701,170106,PINO RAYA,,
2853,71,7108,710806,PINOGALUMAN,,
2854,75,7503,750318,PINOGU,,
2855,61,6110,611009,PINOH SELATAN,,
2856,61,6110,611008,PINOH UTARA,,
2857,71,7111,711103,PINOLOSIAN,,
2858,71,7111,711104,PINOLOSIAN TENGAH,,
2859,71,7111,711105,PINOLOSIAN TIMUR,,
2860,12,1212,121205,PINTU POHAN MERANTI,,
2861,11,1117,111701,PINTU RIME GAYO,,
2862,53,5311,531106,PINU PAHAR,,
2863,72,7210,721007,PIPIKORO,,
2864,35,3521,352116,PITU,,
2865,73,7314,731411,PITU RIASE,,
2866,73,7314,731410,PITU RIAWA,,
2867,73,7313,731310,PITUMPANUA,,
2868,33,3306,330611,PITURUH,,
2869,94,9406,940603,PIYAIYE,,
2870,34,3402,340214,PIYUNGAN,,
2871,94,9403,940313,PUGO DAGI,,
2872,18,1806,180611,PUGUNG,,
2873,73,7311,731106,PUJANANTING,,
2874,35,3511,351105,PUJER,,
2875,35,3507,350726,PUJON,,
2876,14,1407,140708,PUJUD,,
2877,65,6502,650203,PUJUNGAN,,
2878,52,5202,520204,PUJUT,,
2879,62,6211,621105,KAHAYAN HILIR,,
2880,81,8107,810701,PULAU-PULAU ARU,,
2881,81,8108,810805,PULAU-PULAU BABAR TIMUR,,
2883,12,1214,121405,PULAU-PULAU BATU,,
2884,12,1214,121429,PULAU-PULAU BATU BARAT,,
2885,12,1214,121416,PULAU-PULAU BATU TIMUR,,
2886,12,1214,121430,PULAU-PULAU BATU UTARA,,
2887,81,8172,817204,PULAU-PULAU KUR,,
2888,81,8108,810807,KISAR SELATAN,,
2889,11,1110,111016,PULAU BANYAK BARAT,,
2890,35,3506,350609,PLOSOKLATEN,,
2891,53,5308,530802,PULAU ENDE,,
2892,82,8202,820203,PULAU GEBE,,
2893,81,8105,810504,PULAU GOROM,,
2894,62,6202,620209,PULAU HANAUT,,
2895,81,8101,810113,PULAU HARUKU,,
2896,21,2103,210310,PULAU LAUT,,
2897,63,6302,630202,PULAU LAUT BARAT,,
2898,63,6302,630220,PULAU LAUT KEPULAUAN,,
2899,63,6302,630203,PULAU LAUT SELATAN,,
2900,63,6302,630221,PULAU LAUT TANJUNG SELAYAR,,
2901,63,6302,630216,PULAU LAUT TENGAH,,
2902,63,6302,630204,PULAU LAUT TIMUR,,
2903,81,8108,810808,PULAU LETI,,
2904,82,8204,820401,PULAU MAKIAN,,
2905,62,6206,620604,PULAU MALAN,,
2906,81,8108,810809,PULAU MASELA,,
2907,61,6111,611104,PULAU MAYA,,
2908,18,1806,180604,PULAU PANGGUNG,,
2909,81,8105,810509,PULAU PANJANG,,
2910,62,6203,620306,PULAU PETAK,,
2911,13,1310,131002,PULAU PUNJUNG,,
2912,64,6472,647204,SAMARINDA ILIR,,
2913,64,6472,647209,SAMARINDA KOTA,,
2914,64,6472,647202,SAMARINDA SEBERANG,,
2915,35,3514,351417,POHJENTREK,,
2916,71,7101,710120,POIGAR,,
2917,33,3310,331017,POLANHARJO,,
2918,74,7406,740601,POLEANG,,
2919,74,7406,740607,POLEANG BARAT,,
2920,74,7406,740611,POLEANG SELATAN,,
2921,74,7406,740619,POLEANG TENGAH,,
2922,74,7406,740612,POLEANG TENGGARA,,
2923,74,7406,740602,POLEANG TIMUR,,
2924,74,7406,740610,POLEANG UTARA,,
2925,53,5302,530213,POLEN,,
2926,76,7604,760404,POLEWALI,,
2927,74,7411,741104,POLI POLIA,,
2928,73,7305,730503,POLONGBANGKENG SELATAN,,
2929,74,7402,740204,PONDIDAHA,,
2930,36,3674,367403,PONDOK AREN,,
2931,17,1709,170903,PONDOK KELAPA,,
2932,17,1706,170604,PONDOK SUGUH,,
2933,15,1572,157206,PONDOK TINGGI,,
2934,32,3275,327508,PONDOKGEDE,,
2935,32,3275,327512,PONDOKMELATI,,
2936,32,3214,321416,PONDOKSALAM,,
2937,75,7505,750508,PONELO KEPULAUAN,,
2938,35,3505,350506,PONGGOK,,
2939,34,3403,340310,PONJONG,,
2940,35,3502,350217,PONOROGO,,
2941,73,7317,731711,PONRANG,,
2942,91,9105,910505,POOM,,
2943,75,7504,750401,POPAYATO,,
2944,75,7504,750413,POPAYATO BARAT,,
2945,75,7504,750412,POPAYATO TIMUR,,
2946,95,9501,950138,POPUGOBA,,
2947,74,7408,740812,POREHU,,
2948,35,3515,351504,PORONG,,
2949,12,1212,121207,PORSEA,,
2950,12,1220,122006,PORTIBI,,
2951,71,7111,711102,POSIGADAN,,
2952,16,1674,167402,PRABUMULIH TIMUR,,
2953,33,3312,331201,PRACIMANTORO,,
2954,92,9202,920204,PRAFI,,
2955,35,3529,352911,PRAGAAN,,
2956,35,3511,351116,PRAJEKAN,,
2957,35,3576,357601,PRAJURITKULON,,
2958,33,3310,331001,PRAMBANAN,,
2959,34,3404,340409,PRAMBANAN,,
2960,35,3515,351502,PRAMBON,,
2961,52,5202,520201,PRAYA,,
2962,52,5202,520205,PRAYA BARAT,,
2963,52,5202,520211,PRAYA BARAT DAYA,,
2964,52,5202,520210,PRAYA TENGAH,,
2965,35,3514,351410,PRIGEN,,
2966,33,3322,332215,PRINGAPUS,,
2967,52,5203,520308,PRINGGABAYA,,
2968,52,5202,520208,PRINGGARATA,,
2969,52,5203,520312,PRINGGASELA,,
2970,35,3501,350102,PRINGKUKU,,
2971,35,3528,352805,PROPPO,,
2972,12,1209,120914,PULAU RAKYAT,,
2973,82,8207,820706,PULAU RAO,,
2974,14,1404,140417,PULAU BURUNG,,
2975,64,6403,640307,PULAU DERAWAN,,
2976,81,8172,817202,PULAU DULLAH SELATAN,,
2977,81,8172,817201,PULAU DULLAH UTARA,,
2978,63,6302,630205,PULAU SEBUKU,,
2979,63,6302,630201,PULAU SEMBILAN,,
2980,93,9304,930412,PULAU TIGA,,
2981,21,2103,210311,PULAU TIGA,,
2982,21,2103,210321,PULAU TIGA BARAT,,
2983,91,9105,910514,PULAU YERUI,,
2984,19,1903,190307,PULAU BESAR,,
2985,18,1813,181306,PULAU PISANG,,
2986,35,3503,350303,PULE,,
2987,11,1106,110613,PULO ACEH,,
2988,36,3604,360408,PULO AMPEL,,
2989,12,1209,120930,PULO BANDRING,,
2990,14,1410,141006,PULAUMERBAU,,
2991,16,1604,160408,PULAUPINANG,,
2992,33,3315,331506,PULOKULON,,
2993,36,3672,367203,PULOMERAK,,
2994,33,3327,332702,PULOSARI,,
2995,75,7501,750116,PULUBALA,,
2996,35,3502,350207,PULUNG,,
2997,35,3506,350608,PUNCU,,
2998,64,6407,640720,SEKOLAQ DARAT,,
2999,52,5207,520704,SEKONGKANG,,
3000,18,1809,180906,PUNDUH PIDADA,,
3001,52,5201,520107,SEKOTONG,,
3002,35,3516,351606,PUNGGING,,
3003,18,1802,180206,PUNGGUR,,
3004,35,3501,350103,PUNUNG,,
3005,51,5102,510210,PUPUAN,,
3006,12,1202,120208,PURBA TUA,,
3007,33,3303,330305,PURBALINGGA,,
3008,32,3278,327810,PURBARATU,,
3009,18,1807,180708,PURBOLINGGO,,
3010,53,5305,530513,PUREMAN,,
3011,35,3516,351611,PURI,,
3012,74,7402,740217,PURIALA,,
3013,33,3305,330503,PURING,,
3014,21,2171,217103,SEKUPANG,,
3015,95,9503,950337,SELA,,
3016,32,3205,320539,SELAAWI,,
3017,18,1802,180220,SELAGAI LINGGA,,
3018,17,1706,170609,SELAGAN RAYA,,
3019,36,3672,367207,PURWAKARTA,,
3020,32,3214,321401,PURWAKARTA,,
3021,33,3304,330402,PURWOREJA KLAMPOK,,
3022,61,6107,610705,SELUAS,,
3023,33,3312,331217,PURWANTORO,,
3024,35,3506,350615,PURWOASRI,,
3025,33,3315,331513,PURWODADI,,
3026,16,1605,160513,PURWODADI,,
3027,35,3514,351401,PURWODADI,,
3028,33,3306,330603,PURWODADI,,
3029,35,3510,351003,PURWOHARJO,,
3030,14,1408,140814,PUSAKO,,
3031,71,7107,710702,PUSOMAEN,,
3032,32,3206,320615,PUSPAHIANG,,
3033,35,3514,351403,PUSPO,,
3034,11,1113,111307,PUTERI BETUNG,,
3035,18,1802,180228,PUTRA RUMBIA,,
3036,17,1703,170314,PUTRI HIJAU,,
3037,61,6106,610617,PUTUSSIBAU SELATAN,,
3038,61,6106,610601,PUTUSSIBAU UTARA,,
3039,33,3306,330606,PURWOREJO,,
3040,35,3522,352218,PURWOSARI,,
3041,34,3403,340318,PURWOSARI,,
